track	layer	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
prefill	2	finance_consequence	59	0.018939314009644166	0.09900990099009901	0.19128707149740606	4	0.039603960396039604	101
prefill	2	finance_neutral	158	0.07482627546935089	0.45918367346938777	0.16295499991103082	13	0.1326530612244898	98
prefill	2	finance_neutral	57	0.06102578730097435	0.1326530612244898	0.4600405504227297	6	0.061224489795918366	98
prefill	2	finance_neutral	153	0.04511520357224157	0.37755102040816324	0.11949432297512634	1	0.01020408163265306	98
prefill	2	finance_neutral	41	0.0343482802679781	0.23469387755102042	0.14635354201138495	4	0.04081632653061224	98
prefill	2	finance_neutral	11	0.03402995082277398	0.20408163265306123	0.16674675903159247	6	0.061224489795918366	98
prefill	2	finance_neutral	106	0.02655422419699214	0.22448979591836735	0.11828699869569226	2	0.02040816326530612	98
prefill	2	finance_neutral	217	0.025867460140519462	0.2653061224489796	0.09750042668349643	0	0.0	98
prefill	2	finance_neutral	219	0.025163331541900424	0.1326530612244898	0.18969280700817243	4	0.04081632653061224	98
prefill	2	finance_neutral	129	0.023866607253466416	0.08163265306122448	0.2923659388549636	6	0.061224489795918366	98
prefill	2	finance_neutral	59	0.01937487053073054	0.10204081632653061	0.18987373120115927	4	0.04081632653061224	98
prefill	2	finance_neutral	52	0.017553006472894397	0.10204081632653061	0.17201946343436508	4	0.04081632653061224	98
